ID variable (economy code/ gov. dimension/ year),Economy (name),Economy (code),Region,Income classification,Year,Governance dimension,Number of sources,Governance estimate (approx. -2.5 to +2.5),Standard error (estimate),Lower threshold (90% conf. int. estimate),Upper threshold (90% conf. int. estimate),Governance score (0-100),Standard error (gov. score),Lower threshold (90% conf. int. score),Upper threshold (90% conf. int. score),ADB mean,AFR mean,ARB mean,ASB mean,ASD mean,BPS mean,BTI mean,CCR mean,EBR mean,EIU mean,EQI mean,EUB mean,FRH mean,GCB mean,GCS mean,GII mean,GWP mean,HER mean,HRM mean,HUM mean,IFD mean,IJT mean,IRP mean,LBO mean,MSI mean,OBI mean,PIA mean,PRS mean,RSF mean,VAB mean,VDM mean,WBS mean,WCY mean,WJP mean,WMO mean
SLVcc1996,El Salvador,SLV,Latin America & Caribbean,Upper middle income,1996,cc,5,-0.8811521,0.21722799999999998,-1.237406,-0.5248982,30.018956799999998,4.3970278,22.8078312,37.2300824,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.41333329999999996,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.27999999999999997,..,..,..,0.25
SOMcc1996,Federal Republic of Somalia,SOM,Sub-Saharan Africa,Low income,1996,cc,3,-1.6162425999999999,0.2955622,-2.1009645999999997,-1.1315206,15.1395971,5.9826324,5.32808,24.9511142,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1666667,..,..,0.043,..,..,..,0.125
SRBcc1996,Serbia,SRB,Europe & Central Asia,Upper middle income,1996,cc,4,-1.0351882,0.2316749,-1.415135,-0.6552414,26.9010298,4.689455,19.210323499999998,34.591736,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.11499999999999999,..,..,..,0.25
STPcc1996,São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,1996,cc,2,0.3420657,0.3430487,-0.22053419999999999,0.9046656,54.778762199999996,6.9438325,43.3908768,66.1666475,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.749,..,..,..,0.5
SURcc1996,Suriname,SUR,Latin America & Caribbean,Upper middle income,1996,cc,3,0.3828912,0.2955622,-0.1018308,0.8676132,55.6051329,5.9826324,45.7936158,65.41664999999999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.7949999999999999,..,..,..,0.5
SVKcc1996,Slovak Republic,SVK,Europe & Central Asia,High income,1996,cc,5,0.36811259999999996,0.21722799999999998,0.0118587,0.7243664999999999,55.305991399999996,4.3970278,48.0948658,62.517117,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,0.5599999999999999,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.622,..,..,..,0.5
SVNcc1996,Slovenia,SVN,Europe & Central Asia,High income,1996,cc,3,1.3623532,0.2525267,0.9482094,1.776497,75.4309468,5.1115281,67.0480408,83.8138529,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.87,..,..,..,0.75
SWEcc1996,Sweden,SWE,Europe & Central Asia,High income,1996,cc,6,2.4786918,0.1996623,2.1512455999999998,2.806138,98.0273532,2.6221525999999997,91.39933959999999,100.0,..,..,..,..,..,..,..,..,..,1,..,..,..,..,0.9366667,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,0.996,..,0.8745999999999999,..,1
SWZcc1996,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,1996,cc,2,0.021292,0.3430487,-0.5413079,0.5838919,48.2858102,6.9438325,36.8979249,59.673695499999994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.534,..,..,..,0.5
SYCcc1996,Seychelles,SYC,Sub-Saharan Africa,High income,1996,cc,2,0.640072,0.3430487,0.0774721,1.2026719,60.810866999999995,6.9438325,49.4229817,72.1987523,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5589999999999999,..,..,..,0.75
SYRcc1996,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1996,cc,4,-0.7357131,0.2316749,-1.1156599,-0.3557663,32.9628653,4.689455,25.2721591,40.6535716,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.126,..,..,..,0.375
TCDcc1996,Chad,TCD,Sub-Saharan Africa,Low income,1996,cc,2,-1.2927463,0.3430487,-1.8553461999999998,-0.7301464,21.6876586,6.9438325,10.2997733,33.0755439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.043,..,..,..,0.25
TGOcc1996,Togo,TGO,Sub-Saharan Africa,Low income,1996,cc,3,-0.7269447,0.2955622,-1.2116666999999999,-0.24222269999999999,33.1403512,5.9826324,23.328834099999998,42.9518683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.222,..,..,..,0.375
THAcc1996,Thailand,THA,East Asia & Pacific,Upper middle income,1996,cc,6,-0.18341539999999998,0.1996623,-0.5108616,0.1440308,44.142218299999996,4.0414717,37.5142047,50.7702319,..,..,..,..,..,..,..,..,..,0.375,..,..,..,..,0.25666669999999997,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.237,..,0.2162,..,0.625
TJKcc1996,Tajikistan,TJK,Europe & Central Asia,Lower middle income,1996,cc,2,-1.3567072,0.3430487,-1.9193071,-0.7941073,20.3929918,6.9438325,9.0051065,31.780877099999998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19499999999999998,..,..,..,0.125
TKMcc1996,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1996,cc,2,-0.9244235,0.3430487,-1.4870234,-0.36182359999999997,29.143077299999998,6.9438325,17.755191999999997,40.530962599999995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.095,..,..,..,0.375
TTOcc1996,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1996,cc,4,0.8480589,0.2316749,0.4681121,1.2280057,65.02084099999999,4.6894551,57.330134699999995,72.71154729999999,..,..,..,..,..,..,..,..,..,0.625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.846,..,..,..,0.625
TUNcc1996,Tunisia,TUN,Middle East & North Africa,Lower middle income,1996,cc,4,-0.3666101,0.2316749,-0.7465569,0.0133367,40.434076499999996,4.689455,32.7433702,48.1247827,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.127,..,..,..,0.5
TURcc1996,Türkiye,TUR,Europe & Central Asia,Upper middle income,1996,cc,6,-0.2888679,0.1996623,-0.6163141,0.038578299999999996,42.0076979,4.0414717,35.3796843,48.6357115,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,0.4616667,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.521,..,0.3298,..,0.375
TWNcc1996,"Taiwan, China",TWN,East Asia & Pacific,High income,1996,cc,6,0.7674276999999999,0.1996623,0.43998149999999997,1.0948738999999998,63.3887418,4.0414717,56.760728199999996,70.0167553,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,0.6183333,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.622,..,0.4416,..,0.75
TZAcc1996,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,1996,cc,4,-0.5613152,0.2316749,-0.9412619999999999,-0.18136839999999999,36.492946499999995,4.689455,28.8022402,44.183652699999996,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.521,..,..,..,0.25
UGAcc1996,Uganda,UGA,Sub-Saharan Africa,Low income,1996,cc,4,-0.6802866,0.2316749,-1.0602334,-0.3003398,34.0847828,4.689455,26.394076499999997,41.775489,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.29,..,..,..,0.25
UKRcc1996,Ukraine,UKR,Europe & Central Asia,Upper middle income,1996,cc,4,-1.0248734,0.2341337,-1.4088527,-0.6408941,27.109817099999997,4.7392258,19.3374869,34.8821474,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,0.4533333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19999999999999998,..,..,..,0.125
URYcc1996,Uruguay,URY,Latin America & Caribbean,High income,1996,cc,4,0.9918722,0.2316749,0.6119254,1.371819,67.93184289999999,4.689455,60.2411366,75.6225491,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.958,..,..,..,0.875
USAcc1996,United States,USA,North America,High income,1996,cc,6,1.6795863,0.1996623,1.3521401,2.0070324999999998,81.8522316,4.0414717,75.224218,88.48024509999999,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,0.855,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.943,..,0.7411,..,0.875
UZBcc1996,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1996,cc,2,-1.2362290999999999,0.297655,-1.7243833,-0.7480749,22.8316534,6.0249939999999995,12.950663299999999,32.7126435,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.188,..,..,..,..
VENcc1996,"Venezuela, RB",VEN,Latin America & Caribbean,,1996,cc,6,-0.7791338,0.1996623,-1.10658,-0.45168759999999997,32.0839637,4.0414717,25.4559502,38.7119773,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,0.30666669999999996,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.31,..,0.09999999999999999,..,0.25
VNMcc1996,Viet Nam,VNM,East Asia & Pacific,Lower middle income,1996,cc,5,-0.6981691,0.21722799999999998,-1.0544229999999999,-0.3419152,33.7228135,4.3970278,26.5116879,40.933939099999996,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,0.285,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.46599999999999997,..,..,..,0.25
VUTcc1996,Vanuatu,VUT,East Asia & Pacific,Lower middle income,1996,cc,1,0.165904,0.4936907,-0.6437487,0.9755566999999999,51.212979,9.9930568,34.8243659,67.60159209999999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5449999999999999,..,..,..,..
WSMcc1996,Samoa,WSM,East Asia & Pacific,Upper middle income,1996,cc,1,-0.041483599999999995,0.43525349999999996,-0.7552993,0.6723321,47.015135699999995,8.8101983,32.5664106,61.4638609,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5
YEMcc1996,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1996,cc,4,-0.6961358999999999,0.2316749,-1.0760827,-0.3161891,33.7639686,4.6894551,26.0732623,41.4546749,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.128,..,..,..,0.375
ZAFcc1996,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1996,cc,6,0.8660994999999999,0.1996623,0.5386533,1.1935457,65.3860104,4.0414717,58.7579968,72.01402399999999,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,0.5966667,..,..,..,..,..,..,..,..,..,..,..,..,0.8333332999999999,..,..,0.588,..,0.4597,..,0.75
ZMBcc1996,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1996,cc,4,-0.8256045999999999,0.2316749,-1.2055514,-0.4456578,31.1433234,4.689455,23.4526172,38.834029699999995,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.423,..,..,..,0.25
ZWEcc1996,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1996,cc,5,-0.39661399999999997,0.21722799999999998,-0.7528678999999999,-0.040360099999999996,39.8267515,4.3970278,32.6156259,47.037877099999996,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,0.5116667,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.474,..,..,..,0.375
ADOcc1998,Andorra,ADO,,,1998,cc,1,1.3581531999999998,0.43525349999999996,0.6443375,2.0719689,75.3459324,8.8101983,60.8972072,89.7946575,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875
AFGcc1998,Afghanistan,AFG,South Asia,Low income,1998,cc,2,-1.6293354,0.3430487,-2.1919353,-1.0667355,14.874578699999999,6.9438325,3.4866934,26.262463999999998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.209,..,..,..,0
AGOcc1998,Angola,AGO,Sub-Saharan Africa,Lower middle income,1998,cc,4,-1.2767286,0.2316749,-1.6566754,-0.8967818,22.0118814,4.6894551,14.3211751,29.7025877,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.191,..,..,..,0.125
ALBcc1998,Albania,ALB,Europe & Central Asia,Upper middle income,1998,cc,4,-0.563184,0.2927017,-1.0432147999999999,-0.0831532,36.4551191,5.9247317,26.7385591,46.1716791,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.25,..,..,..,0.25
AREcc1998,United Arab Emirates,ARE,Middle East & North Africa,High income,1998,cc,4,0.2401255,0.2316749,-0.13982129999999998,0.6200723,52.715336099999995,4.689455,45.0246298,60.406042299999996,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.865,..,..,..,0.75
ARGcc1998,Argentina,ARG,Latin America & Caribbean,Upper middle income,1998,cc,6,-0.41748379999999996,0.1996623,-0.74493,-0.0900376,39.4043147,4.0414717,32.7763011,46.032328299999996,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,0.3908333,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.39199999999999996,..,0.1591,..,0.5
ARMcc1998,Armenia,ARM,Europe & Central Asia,Upper middle income,1998,cc,4,-0.6439547999999999,0.2927017,-1.1239856,-0.163924,34.8201941,5.9247317,25.103634099999997,44.5367542,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.215,..,..,..,0.375
ATGcc1998,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1998,cc,1,0.8901182999999999,0.43525349999999996,0.1763026,1.603934,65.87218779999999,8.8101983,51.4234626,80.3209129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.75
AUScc1998,Australia,AUS,East Asia & Pacific,High income,1998,cc,6,2.1506078,0.1996623,1.8231616,2.4780539999999998,91.38642949999999,4.0414717,84.758416,98.0144431,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,0.9308333,..,..,..,..,..,..,..,..,..,..,..,..,0.8333332999999999,..,..,0.966,..,0.8099999999999999,..,1
AUTcc1998,Austria,AUT,Europe & Central Asia,High income,1998,cc,6,1.7673546,0.1996623,1.4399084,2.0948008,83.6287967,4.0414717,77.00078309999999,90.25681019999999,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,0.9258333,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.9329999999999999,..,0.5897,..,0.875
AZEcc1998,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1998,cc,5,-1.309663,0.23028949999999998,-1.6873377999999999,-0.9319881999999999,21.3452386,4.6614131,13.7005211,28.989956099999997,..,..,..,..,..,..,..,..,..,0,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.047,..,..,..,0.125
BDIcc1998,Burundi,BDI,Sub-Saharan Africa,Low income,1998,cc,2,-0.8716083,0.3430487,-1.4342082,-0.30900839999999996,30.212138,6.9438325,18.8242527,41.6000233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.522,..,..,..,0.125
BELcc1998,Belgium,BEL,Europe & Central Asia,High income,1998,cc,6,1.2384711,0.1996623,0.9110248999999999,1.5659173,72.923383,4.0414717,66.29536949999999,79.55139659999999,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,0.7983332999999999,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.969,..,0.29419999999999996,..,0.875
BENcc1998,Benin,BEN,Sub-Saharan Africa,Lower middle income,1998,cc,2,-0.8270430999999999,0.3430487,-1.389643,-0.2644432,31.114206,6.9438325,19.7263207,42.5020913,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.357,..,..,..,0.25
BFAcc1998,Burkina Faso,BFA,Sub-Saharan Africa,Low income,1998,cc,3,-0.039316,0.2955622,-0.524038,0.44540599999999997,47.059011299999995,5.9826324,37.2474942,56.8705284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.45499999999999996,..,..,..,0.625
BGDcc1998,Bangladesh,BGD,South Asia,Lower middle income,1998,cc,4,-0.8733555,0.2316749,-1.2533022999999999,-0.4934087,30.176772,4.689455,22.486065699999997,37.8674782,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.20299999999999999,..,..,..,0.125
BGRcc1998,Bulgaria,BGR,Europe & Central Asia,High income,1998,cc,5,0.0438167,0.23028949999999998,-0.3338581,0.42149149999999996,48.7417447,4.6614131,41.0970272,56.3864622,..,..,..,..,..,..,..,..,..,0.25,..,..,0.3333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.6689999999999999,..,..,..,0.375
BHRcc1998,Bahrain,BHR,Middle East & North Africa,High income,1998,cc,3,0.10615319999999999,0.2547213,-0.31158969999999997,0.5238961,50.0035311,5.1559496,41.5477738,58.4592885,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,0.875
BHScc1998,"Bahamas, The",BHS,Latin America & Caribbean,High income,1998,cc,2,1.3407086,0.3486122,0.7689846,1.9124325999999998,74.9928269,7.0564458,63.4202558,86.565398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,..,..,..,..,0.875
BIHcc1998,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1998,cc,4,-0.48979439999999996,0.2507356,-0.9010007999999999,-0.07858799999999999,37.9406372,5.0752735,29.6171887,46.2640858,..,..,..,..,..,..,..,..,..,0.25,..,..,0.3333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.294,..,..,..,0.375
BLRcc1998,Belarus,BLR,Europe & Central Asia,Upper middle income,1998,cc,4,0.0214909,0.2927017,-0.4585399,0.5015217,48.2898363,5.9247317,38.573276199999995,58.0063963,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.602,..,..,..,0.25
BLZcc1998,Belize,BLZ,Latin America & Caribbean,Upper middle income,1998,cc,1,-0.045951599999999995,0.43525349999999996,-0.7597672999999999,0.6678641,46.9246966,8.8101983,32.4759714,61.373421699999994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5
BMUcc1998,Bermuda,BMU,North America,High income,1998,cc,1,1.3581531999999998,0.43525349999999996,0.6443375,2.0719689,75.3459324,8.8101983,60.8972072,89.7946575,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.875
BOLcc1998,Bolivia,BOL,Latin America & Caribbean,Lower middle income,1998,cc,4,-0.3936453,0.2316749,-0.7735921,-0.013698499999999999,39.8868425,4.689455,32.1961363,47.577548799999995,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.284,..,..,..,0.375
BRAcc1998,Brazil,BRA,Latin America & Caribbean,Upper middle income,1998,cc,6,0.1677642,0.1996623,-0.159682,0.4952104,51.2506323,4.0414717,44.6226188,57.878645899999995,..,..,..,..,..,..,..,..,..,0.375,..,..,..,..,0.5241667,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.494,..,0.2803,..,0.625
BRBcc1998,Barbados,BRB,Latin America & Caribbean,High income,1998,cc,2,1.4561944999999998,0.3430487,0.8935945999999999,2.0187944,77.3304387,6.9438325,65.9425534,88.718324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9129999999999999,..,..,..,0.875
BRNcc1998,Brunei Darussalam,BRN,East Asia & Pacific,High income,1998,cc,2,0.37931889999999996,0.3486122,-0.1924051,0.9510428999999999,55.5328241,7.0564458,43.960252999999994,67.1053952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,..,0.625
BTNcc1998,Bhutan,BTN,South Asia,Lower middle income,1998,cc,2,0.7464043,0.3430487,0.18380439999999998,1.3090042,62.963195899999995,6.9438325,51.575310599999995,74.3510812,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.827,..,..,..,0.625
BWAcc1998,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1998,cc,4,0.9902829999999999,0.2316749,0.6103362,1.3702298,67.899675,4.6894551,60.2089687,75.59038129999999,..,..,..,..,..,..,..,..,..,0.625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.862,..,..,..,0.75
CAFcc1998,Central African Republic,CAF,Sub-Saharan Africa,Low income,1998,cc,2,-1.2371410999999999,0.3430487,-1.7997409999999998,-0.6745412,22.8131932,6.9438325,11.4253079,34.2010785,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.27699999999999997,..,..,..,0.125
CANcc1998,Canada,CAN,North America,High income,1998,cc,6,2.1829869,0.1996623,1.8555407,2.5104330999999998,92.0418322,4.0414717,85.4138186,98.66984579999999,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,0.9358333,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,0.965,..,0.8245,..,0.875
CHEcc1998,Switzerland,CHE,Europe & Central Asia,High income,1998,cc,6,2.1016385,0.1996623,1.7741923,2.4290846999999998,90.3952158,4.0414717,83.7672022,97.0232293,..,..,..,..,..,..,..,..,..,0.875,..,..,..,..,0.9358333,..,..,..,..,..,..,..,..,..,..,..,..,0.8333332999999999,..,..,0.978,..,0.7221,..,1
CHLcc1998,Chile,CHL,Latin America & Caribbean,High income,1998,cc,6,1.3713894,0.1996623,1.0439432,1.6988356,75.6138534,4.0414717,68.9858398,82.24186689999999,..,..,..,..,..,..,..,..,..,0.75,..,..,..,..,0.7258333,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.939,..,0.41219999999999996,..,0.875
CHNcc1998,China,CHN,East Asia & Pacific,Upper middle income,1998,cc,6,-0.43351839999999997,0.1996623,-0.7609646,-0.10607219999999999,39.079749799999995,4.0414717,32.4517362,45.7077634,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,0.3825,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.424,..,0.2673,..,0.375
CIVcc1998,Côte d’Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1998,cc,4,-0.4870276,0.2316749,-0.8669743999999999,-0.10708079999999999,37.996641499999996,4.6894551,30.305935199999997,45.6873478,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.381,..,..,..,0.375
CMRcc1998,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1998,cc,4,-1.1553371,0.2316749,-1.5352839,-0.7753903,24.4690317,4.689455,16.7783254,32.159737899999996,..,..,..,..,..,..,..,..,..,0.125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.079,..,..,..,0.125
CODcc1998,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1998,cc,3,-1.5961528,0.2955622,-2.0808747999999997,-1.1114308,15.5462454,5.9826324,5.7347283,25.3577625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1666667,..,..,0.063,..,..,..,0.125
COGcc1998,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1998,cc,3,-0.6783636,0.2955622,-1.1630856,-0.1936416,34.1237072,5.9826324,24.3121901,43.9352243,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6666667,..,..,0.189,..,..,..,0.125
COLcc1998,Colombia,COL,Latin America & Caribbean,Upper middle income,1998,cc,6,-0.5918542,0.1996623,-0.9193003999999999,-0.264408,35.8747902,4.0414717,29.246776699999998,42.502803799999995,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,0.3675,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.565,..,0.0851,..,0.25
COMcc1998,Comoros,COM,Sub-Saharan Africa,Lower middle income,1998,cc,2,-0.9807159999999999,0.3430487,-1.5433158999999999,-0.4181161,28.0036307,6.9438325,16.615745399999998,39.391515999999996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.254,..,..,..,0.25
CPVcc1998,Cabo Verde,CPV,Sub-Saharan Africa,Upper middle income,1998,cc,1,0.8461358999999999,0.4936907,0.0364832,1.6557886,64.9819165,9.9930568,48.593303399999996,81.3705296,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.767,..,..,..,..
CRIcc1998,Costa Rica,CRI,Latin America & Caribbean,High income,1998,cc,5,0.9585323,0.21722799999999998,0.6022784,1.3147862,67.25699209999999,4.3970278,60.045866499999995,74.4681178,..,..,..,..,..,..,..,..,..,0.625,..,..,..,..,0.4516667,..,..,..,..,..,..,..,..,..,..,..,..,0.8333332999999999,..,..,0.8009999999999999,..,..,..,0.625
CUBcc1998,Cuba,CUB,Latin America & Caribbean,Upper middle income,1998,cc,4,-0.194604,0.2316749,-0.5745508,0.1853428,43.915743899999995,4.6894551,36.2250376,51.6064502,..,..,..,..,..,..,..,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3333333,..,..,0.421,..,..,..,0.625
