DataSourceCode,Organization,DataSource,indicator,econ_code,econ_name,region,income_class,production_year,wgi_dimension,value,minimum,maximum,orientation
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BWA,Botswana,Sub-Saharan Africa,Upper middle income,2008,va,0.937,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BWA,Botswana,Sub-Saharan Africa,Upper middle income,2008,va,0.692,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2008,va,0.8180000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2008,va,0.507,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,GHA,Ghana,Sub-Saharan Africa,Lower middle income,2008,va,0.873,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,GHA,Ghana,Sub-Saharan Africa,Lower middle income,2008,va,0.644,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,KEN,Kenya,Sub-Saharan Africa,Lower middle income,2008,va,0.2090000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,KEN,Kenya,Sub-Saharan Africa,Lower middle income,2008,va,0.49,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,LBR,Liberia,Sub-Saharan Africa,Low income,2008,va,0.733,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,LBR,Liberia,Sub-Saharan Africa,Low income,2008,va,0.412,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2008,va,0.638,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2008,va,0.518,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MDG,Madagascar,Sub-Saharan Africa,Low income,2008,va,0.876,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MDG,Madagascar,Sub-Saharan Africa,Low income,2008,va,0.542,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MLI,Mali,Sub-Saharan Africa,Low income,2008,va,0.736,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MLI,Mali,Sub-Saharan Africa,Low income,2008,va,0.635,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MOZ,Mozambique,Sub-Saharan Africa,Low income,2008,va,0.865,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MOZ,Mozambique,Sub-Saharan Africa,Low income,2008,va,0.77,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,MWI,Malawi,Sub-Saharan Africa,Low income,2008,va,0.692,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,MWI,Malawi,Sub-Saharan Africa,Low income,2008,va,0.558,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,NAM,Namibia,Sub-Saharan Africa,Lower middle income,2008,va,0.864,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,NAM,Namibia,Sub-Saharan Africa,Lower middle income,2008,va,0.7230000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2008,va,0.333,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2008,va,0.345,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,SEN,Senegal,Sub-Saharan Africa,Lower middle income,2008,va,0.6970000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,SEN,Senegal,Sub-Saharan Africa,Lower middle income,2008,va,0.402,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2008,va,0.922,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2008,va,0.842,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,UGA,Uganda,Sub-Saharan Africa,Low income,2008,va,0.5389999999999999,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,UGA,Uganda,Sub-Saharan Africa,Low income,2008,va,0.538,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2008,va,0.784,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2008,va,0.493,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2008,va,0.492,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2008,va,0.495,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2008,va,0.484,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2008,va,0.611,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BDI,Burundi,Sub-Saharan Africa,Low income,2011,va,0.85,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BDI,Burundi,Sub-Saharan Africa,Low income,2011,va,0.74,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BEN,Benin,Sub-Saharan Africa,Lower middle income,2011,va,0.74,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BEN,Benin,Sub-Saharan Africa,Lower middle income,2011,va,0.6,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BFA,Burkina Faso,Sub-Saharan Africa,Low income,2011,va,0.71,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BFA,Burkina Faso,Sub-Saharan Africa,Low income,2011,va,0.6,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,BWA,Botswana,Sub-Saharan Africa,Upper middle income,2011,va,0.8200000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,BWA,Botswana,Sub-Saharan Africa,Upper middle income,2011,va,0.54,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,CIV,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2011,va,0.35,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,CIV,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2011,va,0.47,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2011,va,0.46,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2011,va,0.42,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2011,va,0.76,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2011,va,0.5800000000000001,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,DZA,Algeria,Middle East & North Africa,Upper middle income,2011,va,0.48,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,DZA,Algeria,Middle East & North Africa,Upper middle income,2011,va,0.42,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2011,va,0.45,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2011,va,0.21,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,GHA,Ghana,Sub-Saharan Africa,Lower middle income,2011,va,0.79,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Trust parliament/national assembly,GHA,Ghana,Sub-Saharan Africa,Lower middle income,2011,va,0.49,0,1.0,1
AFR,Afrobarometer,Afrobarometer Surveys,Freeness and fairness of the last national election,GIN,Guinea,Sub-Saharan Africa,Lower middle income,2011,va,0.62,0,1.0,1
