DataSourceCode,Organization,DataSource,indicator,econ_code,econ_name,region,income_class,production_year,wgi_dimension,value,minimum,maximum,orientation
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,DZA,Algeria,Middle East & North Africa,Upper middle income,2004,pv,3.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,DZA,Algeria,Middle East & North Africa,Upper middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,ECU,Ecuador,Latin America & Caribbean,Upper middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,ECU,Ecuador,Latin America & Caribbean,Upper middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2004,pv,2.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,ERI,Eritrea,Sub-Saharan Africa,Low income,2004,pv,1.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,ERI,Eritrea,Sub-Saharan Africa,Low income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,EST,Estonia,Europe & Central Asia,High income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,EST,Estonia,Europe & Central Asia,High income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,ETH,Ethiopia,Sub-Saharan Africa,,2004,pv,3.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,ETH,Ethiopia,Sub-Saharan Africa,,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,GEO,Georgia,Europe & Central Asia,Upper middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,GEO,Georgia,Europe & Central Asia,Upper middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,GHA,Ghana,Sub-Saharan Africa,Lower middle income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,GHA,Ghana,Sub-Saharan Africa,Lower middle income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,GIN,Guinea,Sub-Saharan Africa,Lower middle income,2004,pv,3.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,GIN,Guinea,Sub-Saharan Africa,Lower middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,GTM,Guatemala,Latin America & Caribbean,Upper middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,GTM,Guatemala,Latin America & Caribbean,Upper middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,HND,Honduras,Latin America & Caribbean,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,HND,Honduras,Latin America & Caribbean,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,HRV,Croatia,Europe & Central Asia,High income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,HRV,Croatia,Europe & Central Asia,High income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,HTI,Haiti,Latin America & Caribbean,Lower middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,HTI,Haiti,Latin America & Caribbean,Lower middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,HUN,Hungary,Europe & Central Asia,High income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,HUN,Hungary,Europe & Central Asia,High income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,IDN,Indonesia,East Asia & Pacific,Upper middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,IDN,Indonesia,East Asia & Pacific,Upper middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,IND,India,South Asia,Lower middle income,2004,pv,8.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,IND,India,South Asia,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2004,pv,3.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,JAM,Jamaica,Latin America & Caribbean,Upper middle income,2004,pv,10.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,JAM,Jamaica,Latin America & Caribbean,Upper middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,JOR,Jordan,Middle East & North Africa,Lower middle income,2004,pv,2.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,JOR,Jordan,Middle East & North Africa,Lower middle income,2004,pv,6.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2004,pv,5.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,KEN,Kenya,Sub-Saharan Africa,Lower middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,KEN,Kenya,Sub-Saharan Africa,Lower middle income,2004,pv,7.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2004,pv,4.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Anti-Democratic Actors,KHM,Cambodia,East Asia & Pacific,Lower middle income,2004,pv,2.0,0,10,1
BTI,Bertelsmann Foundation,Bertelsmann Transformation Index,Consensus-Building – Cleavage/Conflict Management,KHM,Cambodia,East Asia & Pacific,Lower middle income,2004,pv,5.0,0,10,1
